"","business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category","riskCatScore"
"507",5011,"STARBUCKS COFFEE CO","1231 MARKET St","San Francisco","CA","94103",37.778357,-122.415182,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.415182', 'latitude': '37.778357'}",14155521438,"5011_20160301","2016-03-01T00:00:00",87,"Routine - Unscheduled","5011_20160301_103142","Unclean nonfood contact surfaces","Low Risk",1
"522",14971,"San Francisco Public Montessori","2340 Jackson St","San Francisco","CA","94115",37.792628,-122.433514,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433514', 'latitude': '37.792628'}",14155743768,"14971_20160304","2016-03-04T00:00:00",85,"Routine - Unscheduled","14971_20160304_103145","Improper storage of equipment utensils or linens","Low Risk",1
"528",14971,"San Francisco Public Montessori","2340 Jackson St","San Francisco","CA","94115",37.792628,-122.433514,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433514', 'latitude': '37.792628'}",14155743768,"14971_20160304","2016-03-04T00:00:00",85,"Routine - Unscheduled","14971_20160304_103112","No hot water or running water","High Risk",3
"535",5997,"STONESTOWN FAMILY YMCA (SR. ANNEX)","3150 20th Ave","San Francisco","CA","94132",37.730576,-122.47588,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.47588', 'latitude': '37.730576'}",14155247715,"5997_20160303","2016-03-03T00:00:00",92,"Routine - Unscheduled","5997_20160303_103120","Moderate risk food holding temperature","Moderate Risk",2
"537",14971,"San Francisco Public Montessori","2340 Jackson St","San Francisco","CA","94115",37.792628,-122.433514,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433514', 'latitude': '37.792628'}",14155743768,"14971_20160304","2016-03-04T00:00:00",85,"Routine - Unscheduled","14971_20160304_103157","Food safety certificate or food handler card not available","Low Risk",1
"542",4249,"Cafe Du Soleil","200 FILLMORE St","San Francisco","CA","94117",37.771368,-122.430248,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430248', 'latitude': '37.771368'}",14155938637,"4249_20160304","2016-03-04T00:00:00",92,"Routine - Unscheduled","4249_20160304_103143","Inadequate warewashing facilities or equipment","Low Risk",1
"545",5997,"STONESTOWN FAMILY YMCA (SR. ANNEX)","3150 20th Ave","San Francisco","CA","94132",37.730576,-122.47588,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.47588', 'latitude': '37.730576'}",14155247715,"5997_20160303","2016-03-03T00:00:00",92,"Routine - Unscheduled","5997_20160303_103148","No thermometers or uncalibrated thermometers","Low Risk",1
"553",14971,"San Francisco Public Montessori","2340 Jackson St","San Francisco","CA","94115",37.792628,-122.433514,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433514', 'latitude': '37.792628'}",14155743768,"14971_20160304","2016-03-04T00:00:00",85,"Routine - Unscheduled","14971_20160304_103139","Improper food storage","Low Risk",1
"554",5907,"LILIENTHAL ELEMENTARY SCHOOL","3630 DIVISADERO St","San Francisco","CA","94118",37.803537,-122.443547,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.443547', 'latitude': '37.803537'}",14155743516,"5907_20160304","2016-03-04T00:00:00",98,"Routine - Unscheduled","5907_20160304_103157","Food safety certificate or food handler card not available","Low Risk",1
"555",14971,"San Francisco Public Montessori","2340 Jackson St","San Francisco","CA","94115",37.792628,-122.433514,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433514', 'latitude': '37.792628'}",14155743768,"14971_20160304","2016-03-04T00:00:00",85,"Routine - Unscheduled","14971_20160304_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"559",5997,"STONESTOWN FAMILY YMCA (SR. ANNEX)","3150 20th Ave","San Francisco","CA","94132",37.730576,-122.47588,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.47588', 'latitude': '37.730576'}",14155247715,"5997_20160303","2016-03-03T00:00:00",92,"Routine - Unscheduled","5997_20160303_103157","Food safety certificate or food handler card not available","Low Risk",1
"571",4249,"Cafe Du Soleil","200 FILLMORE St","San Francisco","CA","94117",37.771368,-122.430248,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430248', 'latitude': '37.771368'}",14155938637,"4249_20160304","2016-03-04T00:00:00",92,"Routine - Unscheduled","4249_20160304_103145","Improper storage of equipment utensils or linens","Low Risk",1
"580",4249,"Cafe Du Soleil","200 FILLMORE St","San Francisco","CA","94117",37.771368,-122.430248,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430248', 'latitude': '37.771368'}",14155938637,"4249_20160304","2016-03-04T00:00:00",92,"Routine - Unscheduled","4249_20160304_103120","Moderate risk food holding temperature","Moderate Risk",2
"583",7479,"RJ's Market","1425 Sansome St","San Francisco","CA","94111",37.803634,-122.403285,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.403285', 'latitude': '37.803634'}",14155397160,"7479_20160307","2016-03-07T00:00:00",84,"Routine - Unscheduled","7479_20160307_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"584",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103152","Unclean unmaintained or improperly constructed toilet facilities","Low Risk",1
"590",69465,"La Corneta","2731 MISSION St","San Francisco","CA","94110",37.753336,-122.418494,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418494', 'latitude': '37.753336'}",14155647001,"69465_20160302","2016-03-02T00:00:00",94,"Routine - Unscheduled","69465_20160302_103139","Improper food storage","Low Risk",1
"593",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103139","Improper food storage","Low Risk",1
"597",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103141","Improper food labeling or menu misrepresentation","Low Risk",1
"599",69465,"La Corneta","2731 MISSION St","San Francisco","CA","94110",37.753336,-122.418494,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418494', 'latitude': '37.753336'}",14155647001,"69465_20160302","2016-03-02T00:00:00",94,"Routine - Unscheduled","69465_20160302_103120","Moderate risk food holding temperature","Moderate Risk",2
"612",7479,"RJ's Market","1425 Sansome St","San Francisco","CA","94111",37.803634,-122.403285,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.403285', 'latitude': '37.803634'}",14155397160,"7479_20160307","2016-03-07T00:00:00",84,"Routine - Unscheduled","7479_20160307_103105","Improper cooling methods","High Risk",3
"627",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103157","Food safety certificate or food handler card not available","Low Risk",1
"629",7479,"RJ's Market","1425 Sansome St","San Francisco","CA","94111",37.803634,-122.403285,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.403285', 'latitude': '37.803634'}",14155397160,"7479_20160307","2016-03-07T00:00:00",84,"Routine - Unscheduled","7479_20160307_103139","Improper food storage","Low Risk",1
"635",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103153","Inadequate dressing rooms or improper storage of personal items","Low Risk",1
"642",7214,"SUN FAT SEAFOOD","2687 MISSION St","San Francisco","CA","94110",37.754094,-122.418586,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418586', 'latitude': '37.754094'}",14155289339,"7214_20160302","2016-03-02T00:00:00",83,"Routine - Unscheduled","7214_20160302_103103","High risk food holding temperature","High Risk",3
"648",4978,"Angel's Market","1649 Castro St","San Francisco","CA","94114",37.748214,-122.433746,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433746', 'latitude': '37.748214'}",14155648309,"4978_20160307","2016-03-07T00:00:00",92,"Routine - Unscheduled","4978_20160307_103157","Food safety certificate or food handler card not available","Low Risk",1
"681",4978,"Angel's Market","1649 Castro St","San Francisco","CA","94114",37.748214,-122.433746,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433746', 'latitude': '37.748214'}",14155648309,"4978_20160307","2016-03-07T00:00:00",92,"Routine - Unscheduled","4978_20160307_103120","Moderate risk food holding temperature","Moderate Risk",2
"689",4978,"Angel's Market","1649 Castro St","San Francisco","CA","94114",37.748214,-122.433746,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.433746', 'latitude': '37.748214'}",14155648309,"4978_20160307","2016-03-07T00:00:00",92,"Routine - Unscheduled","4978_20160307_103139","Improper food storage","Low Risk",1
"697",5847,"John Muir Elementary School","380 Webster St","San Francisco","CA","94117",37.774046,-122.429076,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.429076', 'latitude': '37.774046'}",14155246335,"5847_20160309","2016-03-09T00:00:00",92,"Routine - Unscheduled","5847_20160309_103131","Moderate risk vermin infestation","Moderate Risk",2
"700",5847,"John Muir Elementary School","380 Webster St","San Francisco","CA","94117",37.774046,-122.429076,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.429076', 'latitude': '37.774046'}",14155246335,"5847_20160309","2016-03-09T00:00:00",92,"Routine - Unscheduled","5847_20160309_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"706",18800,"7-Mission Restaurant","150 07th St","San Francisco","CA","94103",37.778547,-122.41013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.41013', 'latitude': '37.778547'}",14155863298,"18800_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","18800_20160309_103138","Improper storage use or identification of toxic substances","Low Risk",1
"737",18800,"7-Mission Restaurant","150 07th St","San Francisco","CA","94103",37.778547,-122.41013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.41013', 'latitude': '37.778547'}",14155863298,"18800_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","18800_20160309_103132","Improper thawing methods","Moderate Risk",2
"743",3868,"BARNEY'S","4138 24th St","San Francisco","CA","94114",37.751268,-122.434992,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434992', 'latitude': '37.751268'}",14155287770,"3868_20160308","2016-03-08T00:00:00",96,"Routine - Unscheduled","3868_20160308_103120","Moderate risk food holding temperature","Moderate Risk",2
"753",18800,"7-Mission Restaurant","150 07th St","San Francisco","CA","94103",37.778547,-122.41013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.41013', 'latitude': '37.778547'}",14155863298,"18800_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","18800_20160309_103133","Foods not protected from contamination","Moderate Risk",2
"765",18800,"7-Mission Restaurant","150 07th St","San Francisco","CA","94103",37.778547,-122.41013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.41013', 'latitude': '37.778547'}",14155863298,"18800_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","18800_20160309_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"766",18800,"7-Mission Restaurant","150 07th St","San Francisco","CA","94103",37.778547,-122.41013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.41013', 'latitude': '37.778547'}",14155863298,"18800_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","18800_20160309_103145","Improper storage of equipment utensils or linens","Low Risk",1
"785",2356,"TAQUERIA EL FAROLITO","2779 MISSION St","San Francisco","CA","94110",37.752634,-122.418486,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418486', 'latitude': '37.752634'}",14155823848,"2356_20160310","2016-03-10T00:00:00",88,"Routine - Unscheduled","2356_20160310_103139","Improper food storage","Low Risk",1
"807",2356,"TAQUERIA EL FAROLITO","2779 MISSION St","San Francisco","CA","94110",37.752634,-122.418486,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418486', 'latitude': '37.752634'}",14155823848,"2356_20160310","2016-03-10T00:00:00",88,"Routine - Unscheduled","2356_20160310_103120","Moderate risk food holding temperature","Moderate Risk",2
"816",4797,"Good Life Grocery, The","448 CORTLAND Ave","San Francisco","CA","94110",37.739053,-122.416683,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.416683', 'latitude': '37.739053'}",14155643221,"4797_20160308","2016-03-08T00:00:00",92,"Routine - Unscheduled","4797_20160308_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
